"numeroArticle","texteArticle"
"v4-996-0","CRASSE , s. f. ( Medecine. ) ​ ​ La crasse de la peau retenue dans ses pores ou sur sa superficie, est capable de produire plusieurs maladies, comme clous, phlegmons, &c. la gale & les dartres sont sur-tout engendrées par cette crasse : on doit donc obvier à ces maladies en nettoyant exactement la peau par les bains, les frictions, & les autres moyens propres à enlever la crasse de la circonférence du corps. Les habitans des pays chauds qui sont plus sujets à la crasse de la peau, à cause de la grande chaleur du climat qu’ils habitent, se baignent aussi fort souvent pour se garantir de ces maladies, méthode qu’ils ont retenue des anciens. Voyez Gale , Engelure , Friction . Chambers ​ ​ ."
"v5-1060-0","EMONCTOIRE , s. f. ( Médecine. ) ​ ​ Ce terme qui est tiré du Latin emungere , moucher, nettoyer, en tirant les ordures, est employé pour désigner, dans l’œconomie animale, tous vaisseaux, canal, conduit ou réservoir destinés à servir à la séparation de quelque humeur excrémenticielle. Les anciens appelloient les narines l’ émonctoire du cerveau, parce qu’ils croyoient que les vaisseaux de cette cavité ont la propriété d’attirer les impuretés du cerveau ; on a retenu ce mot, quoique dans une signification différente de celle-là. On dit que la peau, les reins, sont les émonctoires du corps, parce qu’il se fait par ces organes une secrétion & une excrétion abondantes des humeurs qui ne sont plus propres à aucun usage utile dans le corps humain, & même de celles qui sont viciées dans les maladies. On ne peut pas dire par conséquent des parotides, des vésicules séminales, qu’elles sont des émonctoires , puisque ces parties ne servent qu’à séparer ou à recevoir du sang des humeurs très-utiles dans l’œconomie animale. Voyez Secretion , Excrétion , & Excrementiciel . ( d ) ​ ​"
"v5-1113-0","EMPIRIQUE , s. m. & adj. ( Medec. ) ​ ​ Ce terme dans le sens propre, a été donné de tout tems aux medecins qui se sont fait des regles de leur profession sur leur pratique, leur expérience, & non point sur la recherche des causes naturelles, l’étude des bons ouvrages, & la théorie de l’art. Voyez Empirique ( Secte ), & Empirisme . Mais le mot empirique se prend odieusement dans un sens figuré, pour désigner un charlatan, & se donne à tous ceux qui traitent les maladies par de ​ prétendus secrets, sans avoir aucune connoissance de la medecine. Voyez Charlatan ."
"v5-1142-0","EMPROSTOTHONOS , s. m. ( Medecine. ) ​ ​ c’est un mot grec composé de ἔμπροσθεν , devant , & de τόνος , roideur, tension . Il sert à désigner une espece de maladie spasmodique, dans laquelle tout le corps est tellement plié, courbé en-avant, que les piés s’approchent de la tête, ensorte qu’il prend la forme d’un arc. Les malades sont forcés à rester immobiles dans cette posture, leur respiration est très-gênée. Cette maladie dépend d’une contraction tonique des muscles fléchisseurs de la tête, du cou, du thorax & des lombes, mais sur-tout de celle des mastoïdiens, qui sont quelquefois seuls affectés dans l’ emprostothonos , qui ne consiste alors que dans la flexion de la tête qui est fortement tirée sur la poitrine, de maniere que le menton est constamment appliqué contre le sternum . Il en est de même lorsque le spasme s’étend à tous les muscles mentionnés. ​ L’ emprostothonos est quelquefois causé, selon Gesner, par la ciguë aquatique, & par les vapeurs métalliques. Cette espece de spasme est très-familier aux Indiens, selon ​ Bartius Bontius , de med. ind . Elle fait passer ceux qui en sont attaqués, pour des maniaques. Elle est accompagnée de vives douleurs par tout le corps, avec difficulté d’avaler, de respirer. Ils ont le visage violet, le regard féroce. Ils ont de fréquens grincemens de dents. On les entend murmurer comme si la voix venoit d’un lieu soûterrein. Cette maladie demande le même traitement que le tétane, c’est-à-dire le spasme universel. Les copieuses & fréquentes saignées sont ordinairement indiquées. On peut employer avec succès les ligatures, les frictions, les onctions spiritueuses sur l’épine du dos, les ventouses, les lavemens acres. Le laudanum & l’extrait de safran produisent aussi de bons effets, s’ils sont placés dès le commencement de la maladie. M. ​ Lazenne Lazerme professeur & celebre praticien de Montpellier, recommande l’usage de l’antimoine diaphorétique, dont il a éprouvé plusieurs fois de très-bons effets dans le traitement de cette maladie. Voyez Convulsion , Spasme , Tétane . ( d ) ​ ​"
"v5-1270-0","ENEORÊME , s. m. ( Medecine. ) ​ ​ ἐναιώρημα ; c’est, selon Hippocrate & les autres medecins grecs, la partie hétérogene des urines gardées un certain tems, qui paroît distinguée par plus d’opacité, & qui est comme suspendue entre la surface de ce fluide excrémentitiel, & le fond du vase dans lequel il est contenu. Si la matiere de l’ éneorême se tient à la partie supérieure de l’urine, elle est appellée par cet auteur, Epid. lib. III . μετέωρον , sublimamentum : si elle se soûtient dans le milieu, sous la forme de nuage, il la nomme νεφέλη , nubecula : si elle est plus pesante, & tend vers le fond du vase ; si elle paroît avoir plus de consistance, & ressemble à la matiere spermatique, il lui donne le nom de γονοειδὲς , genituræ similis . Ces différens éneorêmes sont composés de parties huileuses, & d’un sable plus ou moins atténué, de sorte qu’il est plus ou moins leger, & se tient plus ou moins élevé dans l’urine. Selon Boerhaave, Comment. institut . §. . la nubécule est principalement formée de sel muriatique. Il dit avoir observé que ceux qui ont vécu pendant long-tems d’alimens salés, & n’ont pas bû beaucoup, comme les matelots après des voyages de long cours, rendent des urines dans lesquelles on voit toûjours la nubécule. Si on la considere avec le microscope, on y distingue les parties du sel marin. Pour ce qui est des présages que l’on peut tirer de ​ ​ l’ éneorême , par rapport à ses différences de consistance & de couleur, voyez Urine . ( d ) ​ ​"
"v5-1276-1","Enervation , enervatio , est plus un terme de Medecine ​ ​ que de l’usage ordinaire ; il signifie à-peu-près la même chose que débilitation, affoiblissement . On employe en françois le verbe énerver plus communément que son substantif, pour exprimer les effets de la débauche du vin, des femmes, qui rend les hommes qui s’y adonnent, foibles, débiles, énervés. Voyez Débilité , Foiblesse . Le mot énervation est composé de nerf, nervus , & de e privatif. Nerf est là pris dans le sens du vulgaire, qui appelle de ce nom les tendons & les muscles même ; ainsi on dit d’un homme musculeux qu’il est nerveux : on dit par conséquent d’un homme nerveux, qu’il est fort, vigoureux ; & au contraire d’un homme exténué, usé, qu’il est énervé , sur-tout quand l’affoiblissement provient des excès mentionnés. Enervation , dans cette signification, est donc ce ​ que les Grecs appellent ἔκλυσις , virium prostratio . C’est un abattement de forces, une langueur dans l’exercice des fonctions. On restraint même quelquefois encore plus le sens du mot énerver , pour exprimer l’action d’affoiblir, qu’opere une trop grande & trop fréquente répétition de l’acte vénérien, ou de l’effusion de la liqueur séminale, excitée par quelque moyen que ce soit ; & on se sert du mot énervé , pour indiquer celui qui est affoibli par ces causes : ainsi on dit d’une femme voluptueuse qui a un commerce assidu de galanterie, & qui excite son amant à des excès fréquens, qu’elle énerve cet homme . On dit aussi de bien des jeunes gens qu’ ils s’énervent par la mastupration , lorsqu’ils se livrent avec excès à ce pernicieux exercice. Voyez Semence , Mastrupration . ( d ) ​ ​"
"v5-1334-0","ENGOURDISSEMENT , sub. m. ( Medecine. ) ​ ​ ce terme est employé pour signifier la diminution de la faculté d’exercer le sentiment attaché à toute la surface du corps ; dans ce sens l’ engourdissement est particulierement une lésion du tact, ​ torpa torpor . Il peut être causé par le froid, qui resserre tellement la peau & les houppes nerveuses, que le fluide qui coule dans les nerfs des parties affectées, ne peut pas parvenir jusqu’à leurs extrémités, ensorte que le tact semble se faire avec l’interposition d’un corps étranger. L’ engourdissement de cette espece est aussi quelquefois l’effet de la compression des nerfs qui se distribuent à un membre, comme dans le cas où on est assis sur une cuisse dans une situation genée ; elle empêche le cours libre du fluide dans ces nerfs, d’où doit résulter nécessairement le défaut, ou au moins la diminution du sentiment & même du mouvement de cette partie. C’est par cette raison que l’inflammation des reins cause aussi quelquefois l’ engourdissement des cuisses. Si l’ engourdissement est général, & que l’exercice du sentiment & du mouvement ne puisse se faire que très-imparfaitement, c’est alors l’effet d’un vice dans le cerveau, qui diminue la distribution du fluide nerveux ; c’est souvent un avant-coureur de l’apoplexie dans les personnes qui n’étoient pas malades auparavant. Hippocrate, vij. coac. præs. sect. . Voyez Apoplexie . Ce peut être aussi une paralysie imparfaite. Voyez Paralysie . L’ engourdissement & la surdité qui surviennent dans les maladies aiguës, sont un très-mauvais signe, selon l’auteur des présages de cos , à moins qu’ils ne soient causés par un dépôt critique de la matiere morbifique sur le principe des nerfs, & dans ce cas-là même c’est un symptome fâcheux. L’engourdissement, torpor , peut aussi-être accompagné d’une sorte de sentiment douloureux, comme on l’éprouve par l’attouchement d’un corps élastique actuellement agité par de très-promptes & très-nombreuses vibrations : l’effet que l’on attribue à la torpille est aussi de cette nature, & provient vraissemblablement d’une cause approchante. Voyez Torpille . ​"
"v5-1396-0","ENROUEMENT , s. m. ( Medecine. ) ​ ​ Ce terme est ordinairement employé pour signifier la maladie même, dont il n’est proprement qu’un symptome. Cette maladie est une espece de fluxion catarrheuse, qui a son siége dans le larynx, la trachée artere, & principalement dans les parties qui constituent l’organe de la voix. Ces parties étant engorgées ou enduites d’une trop grande quantité d’humeurs pituiteuses, c’est-à-dire de la mucosité naturelle trop épaissie, ont leurs surfaces inégalement tuméfiées, mal unies, ensorte qu’elles rendent les collisions de l’air rudes, & sur-tout les vibrations de la glotte lourdes, lentes, très-peu & desagréablement sonores, d’où résulte le symptome dont il s’agit, l’ enrouement , mot qui vient du Latin ravis , dont on a formé raucitas, raucedo , voix rauque. Ce défaut peut aussi être produit par le relâchement des muscles qui servent à tendre les cordes vocales qui forment les bords de la glotte, & par le desséchement ou la trop grande tension de ces mêmes cordes. Voyez Voix . Pour ce qui est du traitement de cette maladie, si la cause est catarrheuse, il est le même que celui du catarrhe en général, de l’enchifrenement dont il ​ a été fait mention ci-devant, & du rhume : voyez Catarrhe , Enchifrenement , Rhume . Si le relâchement des muscles du larynx qui cause l’ enrouement , dépend de la fibre lâche en général, les remedes contre ce vice universel conviennent aussi contre le particulier dont il est ici question : voyez Fibre , Leucophlegmatie . Si ce relâchement est un effet de la paralysie, il n’est pas susceptible d’une cure particuliere : voyez Paralysie . Le desséchement & la roideur de la glotte n’est pas ordinairement un vice propre à cette partie ; il tient à celui des solides en général, qui est de la même nature : on peut de plus employer la vapeur des décoctions de plantes émollientes, reçûe dans la bouche ouverte & dirigée vers la trachée-artere par de fréquentes inspirations, par lesquelles l’air chargé de cette humidité médicamenteuse est souvent appliqué au parties viciées. Si la tension spasmodique, hystérique ou mélancholique, ou de toute autre espece, produit l’ enrouement , il ne peut être traité que par les remedes propres contre les maladies dont il est un symptome : voyez Spasme , Hystéricité , Mélancholie , Manie , &c . La voix devenue rauque, par un accès de colere, se guérit par le repos du corps & de l’esprit, ou par les anodyns. ( d ) ​ ​"
"v5-1753-0","EPULIDE , s. f. ( Medecine. ) ​ ​ ἐπουλὶς , de ἐπὶ , sur , & οὖλον , gencive ; se dit de certain tubercule ou excroissance de chair, qui se forme sur les gencives ou sur les parties qui les avoisinent, principalement vers les dernieres dents molaires. Voyez Excroissance charnue . On distingue deux sortes d’ épulides ; savoir, celles qui ne sont point accompagnées de douleur, & celles qui en causent beaucoup, qui ont un caractere de malignité, & sont susceptibles de devenir chancreuses : d’ailleurs de quelque espece qu’elles soient, il y en a de dures & de molles, de grosses & de pe- ​ tites, de larges & d’étroites par leur base. Elles produisent aussi des effets différens ; elles gênent les mouvemens de la mâchoire ; elles sont si douloureuses qu’elles occasionnent une tension spasmodique dans toutes les parties qui les environnent ; elles empêchent aussi quelquefois la mastication par leur volume, en s’interposant dans l’espace qui se forme entre les deux mâchoires ouvertes, & en s’opposant à ce qu’elles se rapprochent ; elles peuvent encore par ces deux raisons, empêcher le libre usage de la parole. Ces fâcheux effets déterminent à en hâter la cure ; on peut l’entreprendre par le moyen des gargarismes fortement résolutifs & astringens employés fréquemment : si les épulides ne cedent pas assez tôt à ces remedes, il faut avoir recours à la ligature, quand on peut y appliquer un fil noüé, & les serrer par leur base, dans le cas où elle peut être saisie. L’excroissance n’ayant plus de communication avec la partie saine, de laquelle elle forme une extension contre-nature, se mortifie, se détache, & la cicatrice se fait aisément. Mais lorsque la partie inférieure de la tumeur est d’un trop grand volume pour pouvoir être liée, on ne peut suppléer au défaut de ce moyen que par les corrosifs d’une médiocre activité appliqués avec prudence, ou en emportant l’excroissance avec les ciseaux ou le bistouri, de maniere à ne rien prendre sur les parties saines. On peut aussi tenter de l’arracher avec les pincettes dont on se sert pour les polypes des narines ; & si l’on ne peut pas réussir à détruire entierement l’ épulide , & qu’elle renaisse, souvent après avoir été extirpée, quelques auteurs conseillent l’application du cautere actuel. S’il survient une hemorragie après l’opération, de quelque maniere qu’elle se fasse, on peut l’arrêter en faisant laver souvent la bouche au malade avec du vin chaud rendu astringent avec un peu d’alun, jusqu’à ce que le sang ne coule plus : on doit ensuite s’appliquer à consolider la plaie selon les regles de l’art. Voyez les institutions chirurgiques d’Heister, d’où cet article est extrait en partie. ( d ) ​ ​"
"v5-216-2","Drapeau , ( Medec. ) ​ ​ maladie des yeux, en latin panniculus . Le drapeau est une espece d’ongle ou d’excroissance variqueuse sur l’œil, entrelacée de veines & d’arteres gonflées d’un sang épais, & accompagnée d’inflammation, d’ulcération, de prurit & de douleur. C’est proprement le sebet des Arabes, & le plus fâcheux des trois especes d’ongles. Voyez Ongle . Il provient ordinairement d’inflammation sur les yeux, de quelqu’épanchement de sang entre les membranes du blanc de l’œil, d’un ulcere, ou d’autres semblables maladies du grand angle, qui par la rupture des vaisseaux capillaires, ont donné occasion au sang de s’amasser insensiblement dans les vaisseaux voisins ; de les gonfler par son séjour, & de les rendre variqueux. Si ce mal est récent, & qu’il n’ait aucune malignité, ce qui est assez rare, on l’extirpera de la même maniere que l’ongle ordinaire ; mais quand il est accompagné d’une cuisson & d’une demangeaison incommode, d’inflammation, de croûte, d’ulcere, flux de larmes acres ; quand les vaisseaux sont gros & durs, rouges ou noirs ; quand le drapeau est fort élevé, que la cornée transparente est trouble, que les paupieres sont tuméfiées, que le malade ressent une grande douleur à l’œil, & qu’il ne peut souffrir le jour ; soit que tous ces symptomes se rencontrent en même tems, ou seulement en partie, il vaut mieux alors ne point entreprendre l’opération, & se contenter d’employer les collyres rafraîchissans & anodins, pour appaiser ou pour adoucir la violence des symptomes, pendant qu’on travaillera par les remedes généraux à corriger la masse du sang, & à détourner l’humeur qui se jette sur les yeux. Voilà les seuls secours de l’art dans ce triste état. Heureux ceux qui y joindront les ressources de la patience ! Art. de M. le Chevalier de Jaucourt ​ ​ ."
"v5-360-1","Dureté , en termes de Medecine ​ ​ , signifie, °. Une espece de constipation, dans laquelle on a le ventre dur ; ainsi on dit dans ce cas, dureté de ventre . Voyez Déjection & Constipation : °. Une diminution considérable de l’exercice de l’ouie, qui rend presque sourd ; on appelle cette lésion de fonction, dureté d’oreille. Voyez Oreille , Ouie , Surdité : °. On appelle aussi duretés, en Medecine , certaines tumeurs ou callosités qui viennent à la peau dans différentes parties du corps, mais particulierement aux-mains & aux piés, où l’épiderme comprimé, froissé, se détache en partie de la peau, de maniere qu’il s’en forme un nouveau par-dessous, sans que le vieux soit entierement séparé. La compression ou le froissement continuant, détache encore la nouvelle couche d’épiderme ; il s’en forme une troisieme, & ainsi de suite, ce qui forme un amas ​ des de différens feuillets d’épiderme fortement appliqués les uns aux autres, d’où résulte une élévation sur la surface de la peau, souvent circonscrite en forme de tumeur, qui devient quelquefois fort épaisse, profonde, & dure comme de la corne. Il entre aussi des vaisseaux de la peau comprimés, oblitérés, dans la composition de ces sortes de tumeurs cutanées, lorsqu’elles sont considérables : elles se forment aux mains des travailleurs de terre, des ouvriers qui se servent d’instrumens d’une substance dure, qui compriment fortement & qui froissent la surface des parties molles des organes avec lesquels on les met en mouvement, en les serrant, en les pressant avec force. Voyez Durillon . Ceux qui marchent souvent & long-tems, surtout à piés nuds, ont des duretés calleuses à la peau du talon, particulierement sur le bord postérieur. Les cors qui viennent aux piés, par la compression de la peau sur les os, faite par la chaussure, sont des duretés de cette espece. Voyez Cor . L’effet de ces duretés de la peau, est d’empêcher l’exercice du tact dans les parties où elles se trouvent ; & si elles sont étendues sans circonscription sur toute la surface de la paume de la main ou de la plante des piés, elles émoussent le sentiment de ces parties, comme si elles étoient revêtues de gants ou d’une chaussure de cuir ; tellement qu’elles ne reçoivent pas les impressions des corps solides ou liquides, assez chaudes pour exciter celle de brûlure sur toute autre partie à laquelle on les appliqueroit. Ces duretés calleuses causent cependant quelquefois de la douleur, lorsqu’elles sont fortement pressées contre les parties molles sensibles auxquelles elles tiennent. L’indication qui se présente pour la curation de ces affections cutanées, lorsqu’elles incommodent ou qu’elles blessent, consiste à employer tout qui est propre à les ramollir & à les emporter, en les raclant ​ ​ ou en les coupant : au surplus voyez ce qui est dit des remedes contre les cors, à l’ article Cor . ( d ) ​ ​"
"v5-383-0","DYSPEPSIE , s. f. ( Med. ) ​ ​ digestion lente, foible dépravée, causée d’ordinaire par le vice des humeurs, ou par le manque de force dans les organes qui servent à la concoction des alimens. Quand l’estomac est accablé d’une pituite grossiere & visqueuse, de matieres crues, nidoreuses, acides, salines, alkalines, bilieuses, putrides, tenaces, il ne peut former, de l’affluence de pareils alimens, un chyle bien conditionné : la dépravation de la salive, de la bile, de la liqueur gastrique, du suc pancréatique, de la lymphe intestinale ; le défaut de ces mêmes sucs, leur trop grande évacuation par la bouche ou par les selles, retardent, empêchent, ou dépravent la digestion. L’on corrigera la nature des humeurs vitiées, & l’on rétablira celles qui manquent, par des sucs analogues. S’il y a des vers dans les premieres voies, l’on les détruira par le diagrede & le mercure. L’affoiblissement particulier de l’estomac, ou le relâchement de ses fibres, procédant de la gloutonerie, de la voracité dans la manducation, de l’abus des liqueurs spiritueuses, cause nécessairement une mauvaise chylification, qui demande pour remede le régime suivi des stomachiques. La trop grande abstinence produit le même effet sur l’estomac que la trop grande replétion, & occasionne même un état plus fâcheux, en diminuant par l’inaction la force & le jeu de cet organe. La dyspepsie qui provient de fautes commises dans les choses non-naturelles, comme dans le manque d’exercice, l’excès du sommeil & des veilles, &c . se rétablit par une conduite contraire. Mais si quelque matiere morbifique, en se jettant dans l’estomac & dans les intestins, altere leurs fonctions, on n’y peut obvier qu’en guérissant la maladie dont la mauvaise digestion est l’effet, en évacuant l’humeur morbifique, en la corrigeant, ou en l’attirant sur une autre partie. Nous ne connoissons point de méthode curative générale, elle doit varier dans son application conformément aux diverses causes ; & c’est cette ​ ​ application des remedes opposés aux causes, qui distingue les medecins des empyriques & des bonnes-femmes. La dyspepsie amene indispensablement à sa suite une nouvelle génération d’humeurs putrides, des crudités, des nausées, le vomissement, le dégoût, des coliques, des diarrhées, l’affection cœliaque, la dyssenterie, la cachexie, la pâleur, la foiblesse, la langueur des organes de la respiration, le marasme, l’enflure, & plusieurs autres maladies. Il y a dans l’œconomie animale, comme dans l’œconomie politique, un enchaînement de maux qui naissent d’un premier vice dans le principe, dont la force entraîne tout. Article de M. le Chevalier de Jaucourt ​ ​ ."
"v5-663-0","ECUME , s. f. ( Medec. ) ​ ​ se dit de toutes les humeurs du corps humain tant recrémentitielles qu’excrémentitielles, qui étant extravasées ou évacuées, paroissent sous la forme d’un assemblage de petites bulles blanches & très-legeres, semblable à ce qui surnage l’eau battue avec du savon, produit par l’agitation ou la chaleur des parties aqueuses & huileuses devenues visqueuses par leur mélange, & propres à retenir dans leurs interstices celluleux l’air qui s’y insinue. La qualité écumeuse des différentes humeurs est un signe diagnostic ou prognostic dans diverses maladies. Ainsi dans les crachemens de sang, on juge qu’il sort des poumons lorsqu’il est écumeux : dans ​ l’anguine l’angine avec étranglement & dans l’apoplexie, si les malades ont la bouche écumante, c’est un signe mortel : dans les épileptiques, dans les hystériques, l’ écume de la bouche est un signe que le cerveau est notablement affecté : les urines fort écumeuses hors de l’excrétion, ou celles qui étant secoüées dans un vase, restent long-tems écumeuses, sont un signe que la coction des humeurs morbifiques se fait difficilement & que la matiere en est fort tenace : si l’ écume de l’urine battue dans un vase se dissipe promptement. environ le septieme jour d’une maladie aiguë, le malade est hors de danger : Boerhaave dit ne s’être jamais trompé dans le jugement qu’il portoit en conséquence de cette observation. Prælection. institut. edit. ab Haller. Voyez Urine . Les déjections de matiere écumeuse sont aussi de mauvais présage ; elles annoncent une grande chaleur d’entrailles dans les maladies aiguës, & elles marquent dans les chroniques un défaut de bile dans les intestins qui y laisse les alimens & les autres sucs trop visqueux parce qu’ils n’ont pas éprouvé l’action de leur dissolvant naturel dans le travail de la digestion. Voyez Digestion . ( d ) ​ ​"
"v5-706-1","Effervescence , ( Medecine. ) ​ ​ est un terme aussi employé par certains medecins, pour signifier un mouvement intestin qu’ils supposent dans les humeurs du corps humain, tel, par exemple, que celui qui est produit par le mélange de deux liqueurs, dont l’une est acide & l’autre alkaline. Il n’existe point de semblable mouvement dans l’économie animale, on peut le démontrer à priori , parce qu’il n’y a rien dans nous qui puisse causer une effervescence . Il n’y a point dans notre corps de sel acide, ni de sel lixiviel, dont le concours puisse produire un semblable effet ; il en conste par expérience : car le sang qui se répand d’un corps dont on vient de couper la tête, ou qui sort d’une artere ouverte, reçu dans un vase, ne donne aucune marque de mouvement intestin particulier, il paroît sans agitation sensible dans aucune de ses parties. Cependant il est reçu de tout le monde, que le mouvement d’ effervescence est de nature à tomber évidemment sous les sens. Voyez les préleçons de Boerhaave sur les instituts & les notes d’ Haller, §. . dont cet article est extrait. ( d ) ​ ​"
"v5-719-1","Efflorescence , ( Medecine. ) ​ ​ ce mot signifie en général toute sorte d’ éruption de petites tumeurs humorales superficielles, qui se fait sur la peau en peu de tems, & qui est souvent suivie de la solution de continuité des tégumens, comme dans les boutons de petite vérole, dans les pustules, & autres semblables ; d’autres fois l’ efflorescence n’est suivie d’aucune solution de continuité, & il se fait seule- ​ ​ ment avec changement de couleur de la peau, comme dans la rougeole, les taches scorbutiques, & autres de cette nature. Voyez Exantheme . ( d ) ​ ​"
"v5-737-3","Egal , ( Med. ) ​ ​ ce terme s’applique en Medecine à tout ce qui conserve toûjours le même état, à tout ce qui est toûjours le même en soi & dans toutes ses parties. Ainsi l’on dit du pus qu’il est égal , ou d’une consistance égale , lorsqu’il n’est point mêlangé de sanie, & qu’il est le même dans toute sa substance. Un tempérament est égal ; lorsqu’il n’est point sujet à des altérations, lorsqu’il est toûjours le même. Le poulx est égal , lorsqu’il marche avec une teneur égale & successive sans variation, soit par rapport au tems, soit par rapport à la maniere dont l’artere bat en se dilatant, & s’affaisse en se resserrant. L’urine est égale , lorsqu’elle conserve toûjours la même apparence ; quand la couleur, la consistance, les matieres qu’elle contient, & son sédiment, sont toûjours les mêmes ; lorsque toutes ses parties paroissent homogenes. Les maladies sont égales , lorsque les symptomes & circonstances qui les accompagnent, ne présentent aucune révolution ni changement qui produisent une altération considérable, ou une différence notable dans le jugement que l’on doit porter de la maladie. ( d ) ​ ​"
"v6-265-0","EXANTHEME , s. m. ( Medecine. ) ​ ​ ἐξάνθημα , dérivé de ἐξανθεῖν , qui signifie efflorescere , fleurir, d’où les Latins ont appellé les exanthemes, efflorescentiæ , efflorescences ; c’est un terme employé pour exprimer l’éruption (qui se fait sur la peau) des humeurs viciées, dans le corps humain, qui se portent de l’intérieur à la surface, & y forment des taches qui ne s’élevent pas au-dessus du niveau de la peau, ou ​ ​ de petites tumeurs de différentes especes, de la couleur des tégumens, ou d’une couleur différente. Puisque les exanthemes , proprement dits, paroissent essentiellement sur la peau ; il s’ensuit donc que la matiere morbifique, qui les forme, a son siége dans les vaisseaux cutanés, & que cette matiere est de nature à ne pas y couler librement, & à y faire naître conséquemment des obstructions, soit parce que le fluide, qui est propre à ces vaisseaux, a trop de consistance, pêche par épaississement ; soit parce qu’il y a pénétré par erreur de lieu, errore loci , une humeur plus grossiere qui en a dilaté, forcé les orifices, & en a engorgé le canal trop étroit, pour les recevoir dans l’état naturel ( voyez Erreur de lieu ) ; soit parce qu’ils ont été resserrés, retrécis par quelque cause que ce soit : ces différentes causes, propres à produire des exanthemes , peuvent être internes & externes ; ainsi après de grandes sueurs, qui ont fait perdre au sang ses parties les plus fluides, il se forme des pustules prurigineuses par des humeurs privées de véhicule, épaissies, arrêtées dans les vaisseaux cutanés : il se forme des taches rouges ou pourprées, sur la surface du corps, lorsque le sang a perdu sa consistance au point que ses globules rouges puissent pénétrer dans les vaisseaux secrétoires de la peau, où ils ne pourroient pas être admis, lorsque le fluide a sa consistance actuelle : les matieres acres, qui sont portées dans les vaisseaux cutanés, ou qui sont appliquées au-dehors sur les tégumens, peuvent aussi produire des exanthemes en causant des constrictions, des irritations dans les tuniques de ces vaisseaux, qui en diminuent la capacité, y arrêtent les humeurs : dans ces trois sortes de cas, il y a toûjours défaut de méabilité dans les fluides, soit par une mauvaise qualité qui leur est propre, soit par l’état contre nature des solides qui les contiennent, soit par le concours du vice des parties contenues & contenantes. Voyez Tache , Pustule , Gale , &c. Les exanthemes fébriles sont ceux qui méritent le plus d’attention, parce qu’ils sont le plus souvent formés d’un dépôt de matiere critique, que la fievre porte dans les vaisseaux de la peau : cette matiere s’y arrête & les obstrue, parce qu’elle n’est pas assez atténuée pour couler librement dans toute leur étendue : il conste, par des observations faites sur des cadavres, qu’il se fait aussi quelquefois de semblables dépôts critiques, qui forment des especes d’ exanthemes sur la surface des parties internes ; dans ces cas la fievre ne se termine pas par le retour de la santé ni par la mort, mais elle dégénere en une autre maladie : il est évident par conséquent, que la cause efficiente de cette éruption exanthémateuse , est la nature ou la force de la vie, qui fait circuler les humeurs dans les vaisseaux, qui sépare de la masse les fluides viciés, & qui les porte dans des vaisseaux proportionnés à leur densité, à leur mobilité, & au degré de mouvement avec lesquels ils se présentent à leur orifice ; ce qui s’opere conséquemment par un méchanisme semblable à celui des secrétions : les exanthemes sont différens, selon la différente nature de la matiere morbifique, quelquefois ils sont rouges, parce qu’ils sont formés par un sang inflammatoire, épais, qui engorge les vaisseaux cutanés, & d’autres fois ils sont jaunâtres ou de couleur de la peau, parce que la matiere de l’engorgement est un fluide séreux ou lymphatique, qui pêche de même par l’épaississement : c’est aussi de ces différences que les fievres exanthémateuses prennent leurs différens noms ; telles sont les scarlatines , les pétéchiales rouges , pourprées , les miliaires , la rougeole , la petite vérole . Voyez chacun de ces mots en son lieu, sur-tout le dernier, & l’article de la Fievre éruptoire . ( d ) ​ ​ ​"
