"numeroArticle","texteArticle"
"v3-196-0","CHANOINESSE , s. f. est une fille qui possede une prébende affectée à des filles par la fondation, sans qu’elles soient obligées de renoncer à leur bien, ni de faire aucun vœu. Leur origine est presque aussi ancienne que celle des chanoines ; car sans remonter aux diaconesses de la primitive église, S. Augustin fonda dans le pourpris de son église d’Hippone un couvent de saintes filles, qui vivoient en communauté sous la regle qu’il leur avoit prescrite. Plusieurs autres personnes en fonderent aussi en différens endroits. Il en est parlé dans la novelle de Justinien, & dans les constitutions de Charlemagne. On n’en voit plus guere qu’en Flandre, en Lorraine, & en Allemagne. Dans l’église de sainte-Marie du capitole à Cologne, il y a des chanoines & des chanoinesses, qui à certains jours de l’année font l’office dans le mê- ​ ​ me chœur, & psalmodient ensemble. Voyage de Cologne par Joly, p. . Toutes ces chanoinesses peuvent être reçues en très-bas âge : elles doivent faire preuve de noblesse de plusieurs races, tant du côté paternel que du côté maternel ; ce qui fait que dans ces pays les personnes de qualité ne se mesallient pas, pour ne pas faire perdre à leurs filles le droit d’être admises dans ces chapitres nobles. Elles chantent tous les jours au chœur l’office canonial avec l’aumusse, revêtues d’un habit ecclésiastique qui leur est particulier : elles peuvent porter le reste du jour un habit séculier pour aller en ville : elles logent chacune en des maisons séparées, mais renfermées dans un même enclos : elles ne sont engagées par aucun vœu solennel, peuvent résigner leurs prébendes & se marier ; à l’exception de l’abbesse & de la doyenne, parce que celles-ci sont bénites. Le concile d’Aix-la-Chapelle, en , fit une regle pour les chanoinesses, comprise en articles ; elle est dans l’ édition des conciles du P. Labbe, tome VII. p. . Voyez capit. dilect. de majorit. & obed. & gl. verbo canoniss. & capitul. indemnitatibus, § supra dicta de elect. in VI°. Clément II. de statu monachor. & Clément I. de relig. domib. Barbosa, de canonic. & dignit. cap. j. n. . Defin. canon. p. . Pinson, de divis benef. § . n. . Jacob. de Vitriaco, in hist. occid. cap. xxxj."
"v3-197-0","CHANOINIE , ( Jurispr. ) ​ ​ est le titre du bénéfice d’un chanoine. On distingue la chanoinie d’avec la prébende ; celle-ci peut subsister sans la chanoinie, au lieu que la chanoinie ne peut subsister sans la prébende, si l’on en excepte les chanoinies ou canonicats honoraires. C’est à la chanoinie que le droit de suffrage & les autres droits personnels sont annexés ; les droits utiles sont attachés à la prébende : mais on se sert plus communément du terme de canonicat, que de celui de chanoinie. Voyez ci-devant Canonicat & Chanoine . ( A ) ​ ​"
"v3-313-0","CHARMÉS , adj. ( Jurisp. ) ​ ​ en matiere d’eaux & forêts, on appelle arbres charmés, ceux auxquels on a fait à mauvais dessein quelque chose pour les faire tomber ou pour les faire mourir. Ce terme paroît tirer son origine d’un tems de simplicité où l’on croyoit que ces sortes de changemens pouvoient s’opérer par des charmes, sorts, ou un pouvoir surnaturel : mais présentement on est convaincu que ces maléfices se font par des secrets naturels, comme en cernant les arbres, ou en les creusant pour y mettre de l’eau-forte ou du vif-argent, &c. Voyez Chauffour, dans son instruction sur le fait des eaux & forêts, ch. xv. p. . Le glossaire de Lauriere, au mot charmés. ( A ) ​ ​"
"v3-507-0","CHEMIER , s. m. ( Jurispr. ) ​ ​ dans les coûtumes de Poitou & de Saint-Jean-d’Angely, est l’aîné mâle des cohéritiers, soit en directe ou collatérale, ou celui qui le représente, soit fils ou fille. Les puînés sont ses parageurs. L’aîné est appellé chemier, comme étant le chef de la succession en matiere de fiefs : c’est pourquoi on devroit écrire comme autrefois chefmier, qui signifie chef du mier ou maison, caput mansi . Voyez le cartul. de l’église d’Amiens, & la dissert. III. de Ducange sur Joinville, pag. . La qualité de chemier vient de lignage, suivant la coûtume de Poitou, article . elle s’acquiert néanmoins encore de deux manieres. L’une est lorsque plusieurs co-acquéreurs d’un même fief conviennent entre eux que l’un d’eux fera la foi & hommage pour tous ; celui là est nommé chemier entre part-prenant, part-mettant, ou tenant en gariment, c’est-à-dire en garantie sous la foi & hommage du chemier. L’autre voie par laquelle on devient chemier, est lorsque celui qui aliene une partie de son fief y retient le devoir seigneurial, au moyen dequoi il de- ​ ​ vient le chemier, étant chargé de porter la foi pour tout le fief. Le chemier ou aîné a les qualités du fief & la garde des titres ; il reçoit les hommages de la succession indivise, tant pour lui que pour ses puînés ; l’exhibition qui lui est faite suffit pour tous, & sa quittance libere l’acquéreur envers tous les parageurs. Il fait aussi la foi & hommage tant pour lui que pour ses puînés ou parageurs, & les en garantit envers le seigneur ; & lorsqu’il fait la foi, il doit nommer dans l’acte ses puînés. Tant que le parage dure, les puînés ne doivent aucun hommage à leur chemier ou ainé, si ce n’est en Bretagne, suivant l’ article cccxxxvj. qui veut que le puîné fasse la foi à l’aîné, fors la sœur de l’aîné qui n’en doit point pendant sa vie, mais ses hoirs en doivent. Si l’aîné renonce, le puîné devient chemier, & fait hommage pour tous. Il n’y a point de chemier entre puînés auxquels un fief entier seroit échu en partage, à moins que ce ne soit par convention. Tant que le parage dure, les puînés possedent aussi noblement que le chemier. Après le partage, l’aîné cesse d’être chemier des fiefs sépares donnes aux puînés. Mais l’aîné qui donne une portion de son fief à ses puînés, demeure toûjours chemier & chef d’hommage, quand même il lui resteroit moins du tiers du fief. On peut convenir entre co-héritiers que l’aîné ne sera pas chemier, & reconnoître pour chemier un puîné. En Poitou, l’acquéreur du chemier a droit de recevoir la foi & hommage des parageurs ; mais cela n’a pas lieu dans les autres coûtumes, en ce cas le parage y finit. En chaque partage & subdivision, il y a un chemier particulier. Le mari & ses héritiers sont chemiers, & sont la foi pour la totalité des fiefs acquis pendant la communauté. Le chemier n’est point tenu des charges personnelles du fief plus que ses co-héritiers. Les parageurs ont chacun dans leurs portions le même droit de justice que le puîné a dans la sienne. Il n’a aucune jurisdiction sur ses parageurs & part-prenans pendant le parage, si ce n’est en cas de défaut de payement des devoirs du fief de la part des parageurs, ou d’aveu non-fourni, ou quand un parageur vend sa portion. Quand le chemier acquiert la portion de ses parageurs ou part-prenans, même avant partage, il n’en doit point de ventes au seigneur suzerain ; & lorsque le parageur vend sa portion, le chemier en a seul les ventes Voyez les commentateurs de la coûtume de Poitou & de Saint-Jean-d’Angely, & la dissertation de M. Guyot sur le parage. ( A ) ​ ​"
"v3-597-10","Chevauchées des prevôts des maréchaux , sont les rondes & visites que ces prevôts font avec leurs compagnies, ou font faire par des détachemens dans tous les lieux de leur département, pour la sûreté & tranquillité publique. Il en est fait mention dans le réglement de François I. du Janv. . art. . d’Henri II. en Nov. . art. . & . Fev. . Fev. . art. . Ordonn. d’Orléans, art. . Celle de Roussillon, art. . Celle de Moulins, art. . de Blois, art. . Déclar. du . Fév. . & plusieurs autres. Voyez Prevôt des maréchaux ."
"v3-619-0","CHEVIR , v. n. ( Jurispr. ) ​ ​ signifie traiter, composer, capituler. Les anciennes coûtumes de Bourges, chap. v. parlent de l’ajourné qui vient chevir à sa partie, c’est-à-dire transiger. Chap. clxvij. elles disent que les héritiers cheviront au partage de la succession. Voyez l’auteur du grand coûtumier, pag. . lig. . La coûtume de Paris, article xxj. & celle de Dourdan, article xxxvij. portent que le seigneur féodal qui a reçu les droits à lui dûs, chevi ou baillé souffrance, n’est plus recevable au retrait. Chevir en cet endroit signifie composer. Voyez Cavendas & Tournet, sur l’ article xxj. de la coûtume de Paris. Chevir, dans les anciens auteurs, signifie aussi se nourrir, alimenter son chef. Voy. Beaumanoir, chap. l. pag. . Voyez Chevance . ( A ) ​ ​"
"v3-739-0","CHIROGRAPHE , s. m. ( Jurisprud. ) ​ ​ acte qui demandoit par sa nature d’être fait double. On l’écri- ​ voit deux fois sur le même parchemin, & à contresens ; on mettoit dans l’intervalle en gros caracteres le mot chirographe ; on coupoit ensuite la feuille par le milieu de ce mot, soit en ligne droite, soit en dentelure ; & l’on délivroit une de ces deux portions à chaque partie contractante. Chirographe vient de χειρ , main, & de γραφω , j’écris. Le chirographe s’est aussi appellé dividende, chartæ divisæ . Le premier usage de cet acte en Angleterre, se rapporte au regne de Henri III. Il y en a qui pensent que le nom de chirographe se donnoit à tout acte souscrit du vendeur ou créancier, & délivré à l’acheteur ou au débiteur, & réciproquement. Ils distinguent le syngraphe du chirographe en cela seul, que c’étoit le mot syngraphe qui étoit écrit dans l’intervalle de deux actes sur le même papier. On donnoit encore le nom de chirographe & à un transport, & à la maniere de le grossoyer & de couper en deux le parchemin. Le mot chirographe se prend aujourd’hui dans ce sens en Angleterre, dans le bureau appellé des chirographes. Chirographe, dans un sens plus général, est quelquefois synonyme à cédule. Chambers."
"v3-954-0","CINQUIEME , s. m. ( Jurispr. ) ​ ​ est une imposition qui a été perçûe en différentes occasions pour les beloins de l’état. Nous lisons dans la Genese, ch. xlvij. v. . que l’on payoit le cinquieme en Egypte. Philippe-le-Bel, suivant des lettres patentes du Octobre , leva une double décime ou le cinquieme sur toutes les églises de son royaume. Voyez Patru, mém. sur les assemblées du clergé, art. . Les lettres ne repugnate , sec. lett. pag. . Le cinquieme est aussi en quelques endroits un droit de champart agrier ou terrage, qui se perçoit au profit du seigneur sur les fruits en nature ; quelquefois c’est un droit de mutation qui se paye pour un héritage, soit en fief ou en roture ; ce qui dépend de la coûtume & des titres. En matiere de fiefs, ce droit s’appelle ordinairement quint ou droit de quint. Voy. Decime , Champart , Lods et ventes , Quint . ( A ) ​ ​"
"v4-1013-0","CRÉANCIER , s. m. ( Jurispr. ) ​ ​ est celui auquel il est dû quelque chose par un autre, comme une somme d’argent, une rente, du grain, ou autre espece. Pour pouvoir se dire véritablement créancier de quelqu’un, il faut que celui qu’on prétend être son débiteur soit obligé, du moins naturellement. On devient créancier en vertu d’un contrat ou quasi-contrat, en vertu d’un jugement, d’un délit, ou d’un quasi-délit. Tous créanciers sont chirographaires ou hypothécaires, & les uns & les autres sont ordinaires ou privilégiés. Voyez ci-devant au mot Créance . Un créancier peut avoir plusieurs actions pour la même créance, savoir une action personnelle contre l’obligé & ses héritiers, une action réelle s’il s’agit d’une charge fonciere, une action hypothécaire contre les tiers détenteurs d’héritages hypothéqués à la dette. Il est permis au créancier, pour se procurer son payment, de cumuler toutes les contraintes qu’il a droit d’exercer, comme de faire des saisies & arrêts, & en même tems de saisir & exécuter les meubles de son débiteur, même de saisir réellement les immeubles, s’il s’agit d’une somme au moins de liv. & d’user aussi de la contrainte par corps, si le titre de la créance y autorise. Mais il n’est pas permis au créancier de se mettre de son autorité en possession des biens de son débiteur ; il faut qu’il les fasse saisir & vendre par autorité de justice. Les créanciers sont en droit, pour la conservation de leur dû, d’exercer les droits de leur débiteur, comme de saisir & arrêter ce qui lui est dû, de former opposition en sous-ordre sur lui, de prendre de son chef des lettres de rescision contre un engagement qu’il a contracté à son préjudice, & de faire révoquer tout ce qu’il a fait en fraude des créanciers ; enfin d’accepter en son nom une succession malgré lui, en donnant caution de l’acquiter des charges. On ne peut pas contraindre un créancier de morceler sa dette, c’est-à-dire de recevoir une partie de ce qui lui est dû, ni de recevoir en payement une chose pour une autre, ni d’accepter une délégation & de recevoir son payement dans un autre lieu que celui où il doit être fait. Lorsque plusieurs prêtent conjointement quelque chose, chacun d’eux n’est censé créancier que de sa part personnelle, à moins qu’on n’ait expressément stipulé qu’ils seront tous créanciers solidaires, & que chacun d’eux pourra seul pour tous les autres exiger la totalité de la dette. La qualité de créancier est un moyen de reproche contre la déposition d’un témoin ; ce seroit aussi un moyen de récusation contre un arbitre & contre un juge. Il faut encore remarquer ici quelques usages sin- ​ guliers qui se pratiquoient autrefois par rapport au créancier. A Bourges, un bourgeois qui étoit créancier pouvoit se saisir des effets de sa caution, & les retenir pour gages sans la permission du prevôt ou du voyer. En poursuivant le payement de sa dette, à Orléans, le créancier ne payoit aucun droit comme étranger. Enfin au Périgord & dans le Quercy, le créancier qui avoit obtenu des lettres royaux pour appeller ses débiteurs devant les juges royaux, n’étoit pas obligé de faire les sergens royaux porteurs de ces lettres ; ce qui est contraire à l’usage présent, selon lequel l’huissier ou sergent doit être porteur de tous les titres en vertu desquels il instrumente. Voyez ci-devant Créance , Hypotheque , Priorité , Privilége , Saisie . ( A ) ​ ​"
"v4-11-10","Conservateurs des Hypotheques sur les Rentes , sont des officiers établis par édit du mois de Mars , pour la conservation des hypotheques que les particuliers peuvent avoir sur les rentes dûes par le Roi, appartenantes à leurs débiteurs. L’édit de création veut que pour conserver à l’avenir les hypotheques sur les rentes dûes par le Roi sur les domaines, tailles, gabelles, aides, entrées, décimes & clergé ; dons gratuits, & autres biens & revenus du Roi, les créanciers ou autres prétendans droit sur les propriétaires & vendeurs de ces rentes, seront tenus de former leur opposition entre les mains du conservateur des hypotheques sur lesdites rentes ; que ces oppositions conserveront pendant une année les hypotheques & droits prétendus sur lesdites rentes, sans qu’il soit besoin de faire d’autres diligences ; que pour sûreté de ceux qui demeureront propriétaires de ces rentes par acquisitions, partages, ou autres titres, ils seront seulement tenus à chaque mutation de prendre sur leurs contrats ou extraits d’iceux, des lettres de ratification scellées en la grande chancellerie ; que si avant le sceau de ces lettres il ne se trouve point d’opposition de la part des créanciers ou prétendans droit, & après qu’elles seront scellées sans opposition, les rentes seront purgées de tous droits & hypotheques. Pour recevoir les oppositions qui peuvent être formées au sceau de ces lettres par les créanciers & autres prétendans droit sur lesdites rentes pour la conservation de leurs hypotheques, & délivrer des extraits des oppositions à ceux qui en ont besoin, l’édit crée quatre offices de greffiers-conservateurs des hypotheques desdites rentes, & à chacun un commis. Il est dit que ces conservateurs auront chacun entrée au sceau, & exerceront les offices par quartier ; qu’ils tiendront fidele registre des oppositions formées entre leurs mains, & garderont les exploits pour y avoir recours au besoin ; qu’avant que les lettres soient présentées au sceau, ils seront tenus de vérifier sur leurs registres s’il y a des oppositions. L’édit attribue à ces officiers une certaine retribution pour l’enregistrement des oppositions, & pour délivrer les extraits, & les mêmes priviléges qu’ont les officiers de la grande chancellerie. Cette derniere prérogative leur a été confirmée par un édit du mois de Juillet . Les quatre offices de conservateurs des hypotheques sur les rentes ont dépuis été réunis, & sont exercés par un seul & même titulaire ; il y a néanmoins un conservateur particulier pour les hypotheques des rentes sur la ville. ( A ) ​ ​"
"v4-11-16","Conservateurs des Saisies et Oppositions faites au Thrésor royal , sont des officiers établis pour la conservation des droits des créanciers sur les remboursemens ou autres payemens qui sont à recevoir au thrésor royal. Ils furent premierement créés au nombre de quatre par édit du mois de Mai , sous le titre de greffiers conservateurs , mais plus connus sous le nom seul de conservateurs des saisies & oppositions qui se font ès mains des gardes du thrésor royal, à l’instar des greffiers conservateurs des hypotheques des rentes sur la ville ; il fut ordonné qu’à l’avenir ces saisies & oppositions se feroient entre les mains de ces nouveaux officiers, à peine de nullité, à la réserve des remboursemens des rentes sur la ville, & des augmentations de gages, dont les oppositions & saisies ont toûjours dû être faites entre les mains des greffiers conservateurs des hypotheques sur les rentes. Ces trois conservateurs des saisies & oppositions concernant les remboursemens & payemens au thrésor royal, furent supprimés par édit du mois d’Août . On en recréa deux seulement en sous le titre d’ ancien & d’ alternatif , parce qu’il n’y avoit alors que deux gardes du thrésor royal ; mais ayant été créé un troisieme garde du thrésor royal en , on créa aussi en un greffier conservateur triennal des saisies & oppositions, avec les mêmes droits qui étoient attribués par l’édit de : présentement il n’y a que deux de ces conservateurs , ayant réuni à leurs offices la troisieme charge. ( A ) ​ ​"
"v4-11-3","Conservateurs des Decrets volontaires , ​ furent créés par édit du mois de Janvier , sous le titre de commissaires-conservateurs généraux des decrets volontaires ; on créa aussi par le même édit des contrôleurs de ces commissaires-conservateurs . Suivant cet édit, tous ceux qui vouloient faire un decret volontaire pour purger les hypotheques de leur vendeur, étoient obligés de faire enregistrer par le commissaire-conservateur & par son contrôleur la saisie-réelle & le contrat de vente, avant que le poursuivant pût faire procéder aux criées, à peine de nullité & de liv. d’amende ; & l’acquéreur devoit payer un certain droit au conservateur & au contrôleur. On ne pouvoit délivrer la grosse du decret volontaire, que ce droit n’eût été préalablement payé, à peine du triple droit contre les acquéreurs, leurs procureurs, & contre les greffiers & scelleurs. Mais les droits attribués à ces officiers ayant paru trop onéreux au public, leurs offices ont été supprimés par édit du mois d’Août : le Roi a seulement reservé la moitié des droits pour en employer le produit au remboursement de ces officiers. Voy. le traité de la vente par decret de M . d’Hericour. ( A ) ​ ​"
"v4-1174-10","Croix , marquée par quelqu’un qui ne sait pas ​ écrire, autrefois tenoit lieu de signature. Heribal, comte du palais sous le regne de Louis le Débonnaire, dans un cartulaire du monastere de Casaure, mit ainsi sa souscription, signum Heribaldi comitis sacri palatii, qui ibi fui, & proter ignorantiam litterarum signum S. crucis seci . Depuis que l’usage des lettres est devenu commun, cela ne se pratique plus guere que parmi des gens du peuple, & sur-tout de la campagne ; mais une simple croix ou marque n’est plus regardée comme une signature qui ait l’effet de rendre un acte valable ; ceux qui ne savent point signer ne peuvent s’obliger par écrit que pardevant notaire."
"v4-1174-9","Croix , ( Jurisprud. ) ​ ​ est la marque que le procureur de celui qui est condamné aux dépens, met sur les articles de la déclaration dont il est appellant. Voyez ci-devant Croiser . Croix de cens, signifie un sur-cens, comme qui diroit croît de cens, incrementum censûs . Dumoulin, sur le §. . de l’ancienne coûtume de Paris, gl. . n°. . & Loiseau, tr. du déguerpissement, liv. I. ch. v. n°. . se sont trompés en disant que le croix de cens n’a pas été ainsi nommé de l accroissement du cens, mais de ce qu’anciennement, & jusqu’au tems d’Henri II, toute la petite monnoie qui servoit à payer le cens étoit marquée d’une croix. On reconnoît le contraire par une ordonnance de Philippe de Valois, du Janvier , qui porte, art. jx. que tous cens & croix de cens se payeront, &c. On peut voir aussi ce que dit Brodeau dans son commentaire sur le tit. des censives de la coûtume de Paris, n. . le gloss. de M. de Lauriere, tom. II. p. . & . & la note de M. Secousse, sur l’ordonnance de ."
"v4-127-0","CONTRAIGNABLE , adj. ( Jurisprud. ) ​ ​ se dit de celui qui peut être forcé par quelque voie de droit à donner ou faire quelque chose. L’obligé peut être contraignable par différentes voies, savoir, par saisie & exécution de ses meubles, par saisie-réelle de ses immeubles, même par corps, c’est-à-dire par emprisonnement de sa part, ce qui dépend de la qualité du titre & de l’obligé. Les femmes ne sont point contraignables par corps, si ce n’est qu’elles soient marchandes publiques, ou pour stellionat procédant de leur fait. Quand on dit qu’un obligé est contraignable par les voies de droit, on entend par-là toutes les contraintes qui peuvent être exercées contre lui. Voyez ci-après Contrainte . ( A ) ​ ​"
"v4-137-25","Contrats innommés , chez les Romains étoient ceux qui n’avoient point de nom particulier qui leur eut été donné ou confirmé par le droit civil, & qui de simples conventions qu’ils étoient d’abord, devenoient ensuite contrats par l’accomplissement de la convention de la part d’une des parties. Ces sortes de contrats avoient la même force qu’un mandat ; ils ne produisoient point une action qui leur fût propre comme faisoient les contrats nommés, mais ils en produisoient une qui leur étoit commune à tous, & qu’on appelloit en droit, action in factum, actio utilis , on actio præscriptis verbis . Le nombre des contrats innommés n’est point limité ; il y en a autant de sortes que l’on peut former de différentes conventions : néanmoins les jurisconsultes Romains les ont tous rangé sous quatre classes, savoir ceux où la convention est do ut des ; tel que l’échange d’une chose contre une autre, qui est le plus ancien de tous les contrats. Les conventions do ut facias , & celles qui se sont vice versâ, facio ut des ; comme quand l’un donne du grain, de l’argent, ou autre chose à un autre, pour l’engager à faire un voyage ou quelque ouvrage. Enfin les conventions facio ut facias ; par exemple quand un marchand fait pour un autre des emplettes dans un lieu, à condition que l’autre marchand en fera pareillement pour lui dans quelque autre endroit. Toutes ces différentes sortes de conventions chez les Romains ne formoient point par elles-mêmes de contrat proprement dit, ce n’étoient que de simples pactes ; mais lorsqu’une des parties avoit commencé à exécuter la convention, elle devenoit aussitôt un contrat innommé , & produisoit une action telle qu’on l’a expliqué ci-devant : cette action appartenoit à celui qui avoit exécuté la convention, & tendoit à obliger l’autre de faire le semblable de sa part ; & comme il pouvoit arriver qu’il ne fût plus à tems de demander l’exécution de la convention, ou qu’il ne voulût pas se jetter dans l’embarras d’une liquidation de dommages & intérêts, il lui étoit aussi permis de se départir de la convention, faute d’avoir été exécutée par l’autre ; & pour répéter ce qu’il lui avoit donné, il avoit une action appellée conditio ​ causâ datâ, causâ non secutâ : action qui naissoit de l’équité naturelle, & non pas du contrat , puisqu’elle tendoit au contraire à le faire resoudre. La distinction des contrats innommés d’avec les contrats nommés, & des différentes actions que les uns & les autres produisoient, n’est point admise. Parmi nous, tous les contrats y sont innommés , c’est-à-dire qu’il n’y a aucune différence entre-eux quant à leur forme, ni quant à leur effet ; & que l’action qui en résulte dépend des termes de la convention, n’y ayant point non plus parmi nous de formule particuliere pour chaque action. Voyez ci-après Contrats nommés . ( A ) ​ ​"
"v4-137-40","Contrats ( Quasi -) sont des engagemens résultans de certains faits qui produisent obligation, & que néanmoins on ne peut pas nommer contrats , parce que la convention expresse ou tacite qui est l’ame du contrat , ne s’y rencontre point. Les Romains ont appellé ces engagemens des quasi-contrats . On met dans cette classe les obligations réciproques, l’obligation du tuteur & de son mineur, celles du pro-tuteur, du curateur & autres administrateurs ; ainsi quand un homme absent n’a point laissé de procuration pour agir dans ses affaires, & que ses parens ou ses amis en prennent soin, il y a une obligation réciproque, sçavoir, de la part de celui qui a géré, de rendre compte de sa gestion ; & de la part de celui pour qui on a géré, de rembourser les dépenses nécessaires ou utiles qui ont été faites pour lui. Celui qui se sert de la chose commune, est obligé à récompenser les autres, & ils sont tous obligés de se rembourser mutuellement ce qu’ils ont dépensé pour la conservation de la chose commune, quoique souvent ils n’ayent point contracté ensemble, comme il arrive entre co-héritiers on co-légataires qui se trouvent en communauté sans leur participation. L’adition ou acceptation d’hérédité est aussi une espece de quasi-contrat ; l’héritier se soûmet par-là à payer toutes les dettes du défunt ; ou s’il ne se porte héritier que par bénéfice d’inventaire, il s’oblige tacitement de les payer jusqu’à concurrence de ce qu’il amende, & de rendre compte. Il se forme aussi un quasi-contrat entre celui qui paye par erreur une somme qu’il ne devoit pas, & celui qui reçoit cette somme ; le premier a action contre l’autre, pour répeter ce qu’il lui a payé. Les jugemens forment pareillement une espece de quasi-contrat contre ceux qui y sont condamnés à donner ou faire quelque chose. Ils sont obligés de les exécuter, quand même ils se prétendroient condamnés injustement, sauf les voies de droit qu’ils ​ peuvent avoir pour se pourvoir contre ces jugemens. Enfin celui qui a employé un autre à ses affaires ou à quelqu’ouvrage, doit lui payer son salaire, quoiqu’il ne lui eût rien promis : c’est encore un quasi-contrat . Voyez aux Instit. liv. III. tit. . de obligat. quæ ex quasi-contractu nascuntur ; Argon. tom. I. liv. III. ch. . (A) ​ ​"
"v4-137-8","Contrat civil , est celui qui est autorisé par les lois civiles. On se sert de cette expression en différens sens : par exemple, le contrat civil est opposé à l’obligation naturelle ; le fils de famille qui emprunte est obligé naturellement, mais il n’y a point d’action contre lui, parce qu’il n’y a point de contrat civil . Le mariage est un contrat civil élevé à la dignité de sacrement : le contrat civil en cette matiere se forme par le consentement des deux parties ; lorsqu’il est légitime & solennel, c’est-à-dire lorsqu’il est donné par des personnes d’âge compétent, libres, & non en puissance d’autrui, ou si elles y sont, avec le consentement de ceux en la puissance desquels ils sont, & avec toutes les qualités & conditions personnelles & toutes les formalités requises par les lois. Ce contrat civil , qui est la matiere, la base, le fondement, & la cause du sacrement de mariage, doit être parfait en sa substance & en sa matiere pour être élevé à la dignité de sacrement ; de sorte que quand le contrat est nul par le défaut de consentement légitime, le sacrement n’y est point appliqué. Il y a néanmoins des mariages nuls, quant aux effets civils, qui ne laissent pas de valoir quant au sacrement ; tels que les mariages clandestins, ceux faits in extremis , & ceux contractés avec des personnes mortes civilement. Mais la raison pour laquelle ces mariages sont valables, quant au sacrement, c’est que le contrat civil , c’est-à-dire le consentement des parties, n’est pas nul, quoiqu’il manque d’ailleurs à ce contrat d’autres formalités nécessaires pour lui faire produire les effets civils. ( A ) ​ ​"
"v4-176-0","CONTREDITS , s. m. pl. ( Jurispr. ) ​ ​ quasi contraria dicta , sont des écritures ou procédures intitulées contredits, qui sont signifiées par une partie contre la production de l’autre, par lesquelles elle débat les inductions que l’autre a tirées de ses pieces dans son inventaire de production. L’usage des contredits est fort ancien, puisque l’ordonnance de François I. de l’an , enjoint la communication des productions, pour les contredire . On ne fournit de contredits que dans les affaires appointées. Le juge appointe les parties à écrire, produire & contredire dans les délais de l’ordonnance, qui sont de huitaine en huitaine. Il y a deux sortes de contredits, savoir, les contredits de production simplement, & les contredits de production nouvelle . Les contredits de production sont ceux que l’on fournit contre la premiere production qui est faite dans une instance appointée : chaque partie a la liberté de contredire la production de son adversaire. Les contredits de production nouvelle sont ceux que l’on fournit contre les productions qui surviennent depuis la premiere production. On ne contredit point en cause d’appel la production de cause principale, parce qu’elle doit avoir été déjà contredite . Les requêtes de production nouvelle sont répondues d’une ordonnance portant que les pieces seront communiquées à la partie, pour y fournir, si bon lui semble, de contredits : le délai n’est quelquefois que de trois jours. Quelquefois on met dans hui, c’est-à-dire dans le jour, cela dépend de l’état de l’instance ; mais ces délais ne sont ordinairement que comminatoires. Ce sont les avocats qui font les contredits ; quand les procureurs en font, ils les mettent en forme de requêtes. Les reponses aux contredits s’appellent salvations . Le terme de contredits est quelquefois pris pour opposition : par exemple, en la coûtume d’Artois, art. . il est parlé de l’opposition ou contredit que l’héritier peut former à la saisie féodale. Autrefois en Bretagne le terme de contredit signifioit aussi appel de la sentence d’un juge inférieur devant le juge supérieur. ( A ) ​ ​"
